id_Venda,fk_Cliente,fk_Produto,fk_Loja,Quantidade,dt_Venda
766979-7865826879-vd6424,1967,129,5,1,2023-03-01
766979-7865826879-vd6425,1070,83,4,3,2023-03-01
766979-7865826879-vd6426,1064,25,3,11,2023-03-01
766979-7865826879-vd6427,3030,38,1,2,2023-03-01
766979-7865826879-vd6428,2380,41,2,20,2023-03-01
766979-7865826879-vd6429,3654,129,2,14,2023-03-01
766979-7865826879-vd6430,2146,91,2,25,2023-03-01
766979-7865826879-vd6431,2682,31,3,21,2023-03-01
766979-7865826879-vd6432,1612,107,1,29,2023-03-01
766979-7865826879-vd6433,3923,25,1,19,2023-03-01
766979-7865826879-vd6434,309,36,5,35,2023-03-01
766979-7865826879-vd6435,1480,33,5,21,2023-03-01
766979-7865826879-vd6436,941,95,1,15,2023-03-01
766979-7865826879-vd6437,2271,95,1,19,2023-03-01
766979-7865826879-vd6438,3256,25,3,25,2023-03-01
766979-7865826879-vd6439,3761,90,3,35,2023-03-01
766979-7865826879-vd6440,3444,36,4,14,2023-03-01
766979-7865826879-vd6441,3653,6,1,28,2023-03-01
766979-7865826879-vd6442,1352,107,5,14,2023-03-01
766979-7865826879-vd6443,2985,23,3,12,2023-03-01
766979-7865826879-vd6444,2522,127,2,17,2023-03-01
766979-7865826879-vd6445,3646,127,1,27,2023-03-01
766979-7865826879-vd6446,2794,47,5,13,2023-03-01
766979-7865826879-vd6447,765,48,4,8,2023-03-01
766979-7865826879-vd6448,3110,101,1,29,2023-03-02
766979-7865826879-vd6449,584,129,1,19,2023-03-02
766979-7865826879-vd6450,2286,61,5,4,2023-03-02
766979-7865826879-vd6451,1016,90,1,4,2023-03-02
766979-7865826879-vd6452,139,131,4,8,2023-03-02
766979-7865826879-vd6453,2328,49,5,19,2023-03-02
766979-7865826879-vd6454,698,129,5,23,2023-03-02
766979-7865826879-vd6455,486,44,5,18,2023-03-02
766979-7865826879-vd6456,63,101,2,31,2023-03-02
766979-7865826879-vd6457,2007,77,3,4,2023-03-02
766979-7865826879-vd6458,1127,87,3,15,2023-03-02
766979-7865826879-vd6459,2060,131,1,6,2023-03-02
766979-7865826879-vd6460,3531,90,3,27,2023-03-02
766979-7865826879-vd6461,3031,46,1,5,2023-03-02
766979-7865826879-vd6462,3197,95,3,26,2023-03-02
766979-7865826879-vd6463,572,2,3,5,2023-03-02
766979-7865826879-vd6464,2653,29,3,5,2023-03-02
766979-7865826879-vd6465,146,130,3,12,2023-03-02
766979-7865826879-vd6466,547,98,2,12,2023-03-02
766979-7865826879-vd6467,742,36,4,13,2023-03-02
766979-7865826879-vd6468,168,99,3,29,2023-03-02
766979-7865826879-vd6469,1194,83,1,22,2023-03-02
766979-7865826879-vd6470,2203,95,2,13,2023-03-02
766979-7865826879-vd6471,3583,64,1,24,2023-03-02
766979-7865826879-vd6472,3234,74,1,18,2023-03-02
766979-7865826879-vd6473,1118,133,5,18,2023-03-02
766979-7865826879-vd6474,310,123,4,11,2023-03-02
766979-7865826879-vd6475,3485,87,3,25,2023-03-02
766979-7865826879-vd6476,3045,97,3,34,2023-03-02
766979-7865826879-vd6477,3334,41,4,33,2023-03-02
766979-7865826879-vd6478,3336,51,1,21,2023-03-02
766979-7865826879-vd6479,54,64,5,5,2023-03-02
766979-7865826879-vd6480,596,123,2,31,2023-03-02
766979-7865826879-vd6481,2390,39,3,22,2023-03-02
766979-7865826879-vd6482,202,44,1,21,2023-03-02
766979-7865826879-vd6483,1915,124,5,14,2023-03-02
766979-7865826879-vd6484,2108,78,2,34,2023-03-02
766979-7865826879-vd6485,2357,78,2,23,2023-03-02
766979-7865826879-vd6486,356,78,2,6,2023-03-02
766979-7865826879-vd6487,2201,95,2,5,2023-03-02
766979-7865826879-vd6488,2487,137,2,28,2023-03-02
766979-7865826879-vd6489,446,14,1,15,2023-03-02
766979-7865826879-vd6490,1363,44,5,34,2023-03-02
766979-7865826879-vd6491,3764,61,2,10,2023-03-02
766979-7865826879-vd6492,2579,98,1,3,2023-03-02
766979-7865826879-vd6493,1652,36,5,34,2023-03-02
766979-7865826879-vd6494,3659,1,1,9,2023-03-02
766979-7865826879-vd6495,1479,44,5,14,2023-03-02
766979-7865826879-vd6496,895,78,5,12,2023-03-02
766979-7865826879-vd6497,17,24,2,10,2023-03-02
766979-7865826879-vd6498,2307,25,5,13,2023-03-02
766979-7865826879-vd6499,1242,104,4,35,2023-03-02
766979-7865826879-vd6500,1670,113,1,2,2023-03-02
766979-7865826879-vd6501,3107,46,2,3,2023-03-02
766979-7865826879-vd6502,2337,69,1,33,2023-03-02
766979-7865826879-vd6503,771,63,4,19,2023-03-02
766979-7865826879-vd6504,3351,88,1,21,2023-03-02
766979-7865826879-vd6505,914,60,5,1,2023-03-02
766979-7865826879-vd6506,3789,129,4,26,2023-03-02
766979-7865826879-vd6507,546,74,4,25,2023-03-02
766979-7865826879-vd6508,802,4,3,21,2023-03-02
766979-7865826879-vd6509,3810,36,2,34,2023-03-02
766979-7865826879-vd6510,3359,61,1,6,2023-03-02
766979-7865826879-vd6511,2117,26,3,23,2023-03-02
766979-7865826879-vd6512,4,129,1,20,2023-03-02
766979-7865826879-vd6513,3314,51,5,13,2023-03-02
766979-7865826879-vd6514,1639,129,4,31,2023-03-02
766979-7865826879-vd6515,1774,61,4,24,2023-03-02
766979-7865826879-vd6516,2512,4,2,34,2023-03-02
766979-7865826879-vd6517,3361,37,2,15,2023-03-02
766979-7865826879-vd6518,2732,104,2,34,2023-03-02
766979-7865826879-vd6519,2421,26,3,8,2023-03-02
766979-7865826879-vd6520,842,65,5,30,2023-03-02
766979-7865826879-vd6521,340,77,2,20,2023-03-02
766979-7865826879-vd6522,318,70,3,20,2023-03-02
766979-7865826879-vd6523,352,49,3,27,2023-03-02
766979-7865826879-vd6524,689,77,3,4,2023-03-02
766979-7865826879-vd6525,2073,80,2,29,2023-03-02
766979-7865826879-vd6526,158,83,2,15,2023-03-02
766979-7865826879-vd6527,1474,38,1,13,2023-03-02
766979-7865826879-vd6528,3722,8,5,30,2023-03-02
766979-7865826879-vd6529,1472,34,3,35,2023-03-02
766979-7865826879-vd6530,2978,95,1,27,2023-03-02
766979-7865826879-vd6531,2279,25,2,3,2023-03-02
766979-7865826879-vd6532,321,73,5,24,2023-03-02
766979-7865826879-vd6533,444,113,3,33,2023-03-02
766979-7865826879-vd6534,3518,25,2,30,2023-03-02
766979-7865826879-vd6535,2606,39,4,25,2023-03-02
766979-7865826879-vd6536,3892,104,3,20,2023-03-02
766979-7865826879-vd6537,2077,86,5,6,2023-03-02
766979-7865826879-vd6538,943,14,5,1,2023-03-02
766979-7865826879-vd6539,432,83,1,6,2023-03-02
766979-7865826879-vd6540,3,53,2,22,2023-03-02
766979-7865826879-vd6541,1706,46,3,1,2023-03-02
766979-7865826879-vd6542,1120,36,1,11,2023-03-02
766979-7865826879-vd6543,1715,39,5,8,2023-03-02
766979-7865826879-vd6544,1938,130,3,12,2023-03-02
766979-7865826879-vd6545,3003,129,2,8,2023-03-02
766979-7865826879-vd6546,155,124,2,5,2023-03-02
766979-7865826879-vd6547,685,72,4,22,2023-03-02
766979-7865826879-vd6548,2631,119,4,8,2023-03-02
766979-7865826879-vd6549,3924,95,5,23,2023-03-02
766979-7865826879-vd6550,3636,41,1,1,2023-03-02
766979-7865826879-vd6551,3562,93,3,26,2023-03-03
766979-7865826879-vd6552,2627,95,5,21,2023-03-03
766979-7865826879-vd6553,1172,133,5,26,2023-03-03
766979-7865826879-vd6554,1463,78,5,27,2023-03-03
766979-7865826879-vd6555,403,117,2,11,2023-03-03
766979-7865826879-vd6556,3974,95,1,32,2023-03-03
766979-7865826879-vd6557,2304,24,2,8,2023-03-03
766979-7865826879-vd6558,2583,41,5,31,2023-03-03
766979-7865826879-vd6559,816,97,2,15,2023-03-03
766979-7865826879-vd6560,1443,24,4,34,2023-03-03
766979-7865826879-vd6561,2315,113,5,20,2023-03-03
766979-7865826879-vd6562,1942,67,1,12,2023-03-03
766979-7865826879-vd6563,2051,98,4,19,2023-03-03
766979-7865826879-vd6564,201,117,4,6,2023-03-03
766979-7865826879-vd6565,3276,63,4,24,2023-03-03
766979-7865826879-vd6566,2762,104,1,31,2023-03-03
766979-7865826879-vd6567,2466,129,1,8,2023-03-03
766979-7865826879-vd6568,2523,88,1,30,2023-03-03
766979-7865826879-vd6569,143,44,5,4,2023-03-03
766979-7865826879-vd6570,2076,25,3,35,2023-03-03
766979-7865826879-vd6571,1181,37,5,18,2023-03-03
766979-7865826879-vd6572,2517,61,1,33,2023-03-03
766979-7865826879-vd6573,3896,39,5,25,2023-03-03
766979-7865826879-vd6574,1080,110,2,31,2023-03-03
766979-7865826879-vd6575,557,98,2,8,2023-03-03
766979-7865826879-vd6576,1493,119,5,9,2023-03-03
766979-7865826879-vd6577,581,123,3,14,2023-03-03
766979-7865826879-vd6578,450,107,5,30,2023-03-03
766979-7865826879-vd6579,2467,39,5,30,2023-03-03
766979-7865826879-vd6580,212,36,1,6,2023-03-03
766979-7865826879-vd6581,1361,95,5,13,2023-03-03
766979-7865826879-vd6582,2647,98,3,4,2023-03-03
766979-7865826879-vd6583,3322,39,2,29,2023-03-03
766979-7865826879-vd6584,3991,78,5,4,2023-03-03
766979-7865826879-vd6585,504,90,3,2,2023-03-03
766979-7865826879-vd6586,3188,39,2,25,2023-03-03
766979-7865826879-vd6587,337,123,4,10,2023-03-03
766979-7865826879-vd6588,2603,86,5,13,2023-03-03
766979-7865826879-vd6589,2327,58,4,23,2023-03-03
766979-7865826879-vd6590,126,107,1,3,2023-03-03
766979-7865826879-vd6591,3432,6,1,25,2023-03-03
766979-7865826879-vd6592,196,16,2,20,2023-03-03
766979-7865826879-vd6593,1582,112,4,12,2023-03-03
766979-7865826879-vd6594,1740,91,2,20,2023-03-03
766979-7865826879-vd6595,1562,48,2,18,2023-03-03
766979-7865826879-vd6596,3177,45,2,33,2023-03-03
766979-7865826879-vd6597,3041,131,5,18,2023-03-03
766979-7865826879-vd6598,1836,78,5,29,2023-03-03
766979-7865826879-vd6599,1944,39,2,6,2023-03-03
766979-7865826879-vd6600,2068,123,3,13,2023-03-03
766979-7865826879-vd6601,3149,37,2,13,2023-03-03
766979-7865826879-vd6602,1063,129,5,26,2023-03-03
766979-7865826879-vd6603,18,124,2,4,2023-03-03
766979-7865826879-vd6604,2847,98,3,6,2023-03-03
766979-7865826879-vd6605,990,39,1,19,2023-03-03
766979-7865826879-vd6606,1469,27,4,14,2023-03-03
766979-7865826879-vd6607,535,104,5,11,2023-03-03
766979-7865826879-vd6608,2932,16,1,35,2023-03-03
766979-7865826879-vd6609,1345,67,5,14,2023-03-03
766979-7865826879-vd6610,2546,104,3,16,2023-03-03
766979-7865826879-vd6611,2033,133,5,33,2023-03-03
766979-7865826879-vd6612,3721,90,2,3,2023-03-03
766979-7865826879-vd6613,465,107,1,3,2023-03-03
766979-7865826879-vd6614,1677,90,5,26,2023-03-03
766979-7865826879-vd6615,2367,82,2,14,2023-03-03
766979-7865826879-vd6616,403,4,2,9,2023-03-03
766979-7865826879-vd6617,1958,129,2,27,2023-03-03
766979-7865826879-vd6618,3467,77,3,7,2023-03-03
766979-7865826879-vd6619,3108,48,2,21,2023-03-03
766979-7865826879-vd6620,3217,25,4,10,2023-03-03
766979-7865826879-vd6621,3630,19,2,9,2023-03-03
766979-7865826879-vd6622,2755,60,1,9,2023-03-03
766979-7865826879-vd6623,507,107,3,35,2023-03-03
766979-7865826879-vd6624,568,70,1,11,2023-03-03
766979-7865826879-vd6625,2615,23,4,12,2023-03-03
766979-7865826879-vd6626,1150,62,1,21,2023-03-03
766979-7865826879-vd6627,1049,102,1,5,2023-03-03
766979-7865826879-vd6628,1431,46,3,33,2023-03-03
766979-7865826879-vd6629,3542,119,2,20,2023-03-03
766979-7865826879-vd6630,1633,135,3,14,2023-03-03
766979-7865826879-vd6631,1048,107,4,4,2023-03-03
766979-7865826879-vd6632,3195,99,2,7,2023-03-03
766979-7865826879-vd6633,350,25,4,4,2023-03-03
766979-7865826879-vd6634,2408,78,1,8,2023-03-03
766979-7865826879-vd6635,1008,99,1,2,2023-03-03
766979-7865826879-vd6636,624,104,2,7,2023-03-03
766979-7865826879-vd6637,62,93,3,24,2023-03-03
766979-7865826879-vd6638,2530,112,2,8,2023-03-03
766979-7865826879-vd6639,2749,48,3,22,2023-03-03
766979-7865826879-vd6640,1551,83,1,12,2023-03-03
766979-7865826879-vd6641,2783,82,3,8,2023-03-03
766979-7865826879-vd6642,3365,36,5,21,2023-03-03
766979-7865826879-vd6643,3112,37,2,28,2023-03-03
766979-7865826879-vd6644,3397,44,1,34,2023-03-03
766979-7865826879-vd6645,953,23,2,33,2023-03-03
766979-7865826879-vd6646,3657,38,2,1,2023-03-03
766979-7865826879-vd6647,877,112,5,14,2023-03-03
766979-7865826879-vd6648,2505,115,5,15,2023-03-03
766979-7865826879-vd6649,1566,49,4,27,2023-03-03
766979-7865826879-vd6650,1243,98,1,4,2023-03-03
766979-7865826879-vd6651,2933,33,2,9,2023-03-03
766979-7865826879-vd6652,3194,14,4,27,2023-03-03
766979-7865826879-vd6653,1674,138,2,30,2023-03-03
766979-7865826879-vd6654,3100,113,5,6,2023-03-03
766979-7865826879-vd6655,3175,54,3,35,2023-03-03
766979-7865826879-vd6656,2395,72,1,34,2023-03-03
766979-7865826879-vd6657,3163,105,5,31,2023-03-03
766979-7865826879-vd6658,3582,98,2,15,2023-03-03
766979-7865826879-vd6659,1024,102,2,3,2023-03-04
766979-7865826879-vd6660,2752,113,4,15,2023-03-04
766979-7865826879-vd6661,2692,39,2,14,2023-03-04
766979-7865826879-vd6662,1940,65,1,4,2023-03-04
766979-7865826879-vd6663,3208,68,2,21,2023-03-04
766979-7865826879-vd6664,455,93,2,7,2023-03-04
766979-7865826879-vd6665,1225,132,3,1,2023-03-04
766979-7865826879-vd6666,901,47,3,9,2023-03-04
766979-7865826879-vd6667,2679,98,3,15,2023-03-04
766979-7865826879-vd6668,2664,39,4,22,2023-03-04
766979-7865826879-vd6669,591,87,5,13,2023-03-04
766979-7865826879-vd6670,481,98,5,3,2023-03-04
766979-7865826879-vd6671,859,124,4,27,2023-03-04
766979-7865826879-vd6672,1794,101,3,11,2023-03-04
766979-7865826879-vd6673,147,63,1,3,2023-03-04
766979-7865826879-vd6674,65,69,2,21,2023-03-04
766979-7865826879-vd6675,2378,44,4,33,2023-03-04
766979-7865826879-vd6676,404,77,5,24,2023-03-04
766979-7865826879-vd6677,2305,98,5,21,2023-03-04
766979-7865826879-vd6678,1173,31,3,28,2023-03-04
766979-7865826879-vd6679,530,24,4,31,2023-03-04
766979-7865826879-vd6680,3165,101,1,31,2023-03-04
766979-7865826879-vd6681,88,73,3,30,2023-03-04
766979-7865826879-vd6682,3780,42,5,27,2023-03-04
766979-7865826879-vd6683,1820,5,2,1,2023-03-04
766979-7865826879-vd6684,2590,78,1,31,2023-03-04
766979-7865826879-vd6685,3086,49,2,9,2023-03-04
766979-7865826879-vd6686,3005,78,2,18,2023-03-04
766979-7865826879-vd6687,977,133,3,5,2023-03-04
766979-7865826879-vd6688,3020,36,1,29,2023-03-04
766979-7865826879-vd6689,3298,91,4,32,2023-03-04
766979-7865826879-vd6690,1238,24,3,17,2023-03-04
766979-7865826879-vd6691,2892,56,2,25,2023-03-04
766979-7865826879-vd6692,627,115,1,31,2023-03-04
766979-7865826879-vd6693,1100,62,3,21,2023-03-04
766979-7865826879-vd6694,2791,129,3,28,2023-03-04
766979-7865826879-vd6695,3532,63,3,11,2023-03-04
766979-7865826879-vd6696,283,69,4,6,2023-03-04
766979-7865826879-vd6697,25,104,1,18,2023-03-04
766979-7865826879-vd6698,1108,25,3,34,2023-03-04
766979-7865826879-vd6699,2660,52,3,3,2023-03-04
766979-7865826879-vd6700,1053,41,5,1,2023-03-04
766979-7865826879-vd6701,2833,36,4,14,2023-03-04
766979-7865826879-vd6702,3132,41,1,20,2023-03-04
766979-7865826879-vd6703,895,129,4,5,2023-03-04
766979-7865826879-vd6704,3778,25,2,2,2023-03-04
766979-7865826879-vd6705,3369,88,1,13,2023-03-04
766979-7865826879-vd6706,2121,21,1,26,2023-03-04
766979-7865826879-vd6707,2176,123,2,34,2023-03-04
766979-7865826879-vd6708,2967,137,3,19,2023-03-04
766979-7865826879-vd6709,1192,33,4,20,2023-03-04
766979-7865826879-vd6710,218,108,1,12,2023-03-04
766979-7865826879-vd6711,565,133,5,21,2023-03-04
766979-7865826879-vd6712,1086,90,1,35,2023-03-04
766979-7865826879-vd6713,690,39,5,8,2023-03-04
766979-7865826879-vd6714,1810,31,4,26,2023-03-04
766979-7865826879-vd6715,2365,33,1,30,2023-03-04
766979-7865826879-vd6716,2379,98,3,10,2023-03-04
766979-7865826879-vd6717,1679,52,4,19,2023-03-04
766979-7865826879-vd6718,1358,108,1,34,2023-03-04
766979-7865826879-vd6719,222,107,3,21,2023-03-04
766979-7865826879-vd6720,1751,117,4,16,2023-03-04
766979-7865826879-vd6721,1592,99,4,23,2023-03-04
766979-7865826879-vd6722,1183,105,5,7,2023-03-04
766979-7865826879-vd6723,3924,119,1,23,2023-03-04
766979-7865826879-vd6724,2286,80,1,27,2023-03-04
766979-7865826879-vd6725,439,25,4,2,2023-03-04
766979-7865826879-vd6726,3888,52,5,3,2023-03-04
766979-7865826879-vd6727,1288,43,3,29,2023-03-04
766979-7865826879-vd6728,980,25,5,2,2023-03-04
766979-7865826879-vd6729,2785,36,4,28,2023-03-04
766979-7865826879-vd6730,2544,52,4,34,2023-03-04
766979-7865826879-vd6731,2227,129,5,23,2023-03-04
766979-7865826879-vd6732,3692,138,3,6,2023-03-04
766979-7865826879-vd6733,2488,39,5,15,2023-03-04
766979-7865826879-vd6734,2748,133,1,19,2023-03-04
766979-7865826879-vd6735,3480,34,1,10,2023-03-04
766979-7865826879-vd6736,3938,130,1,8,2023-03-04
766979-7865826879-vd6737,1268,133,3,23,2023-03-04
766979-7865826879-vd6738,2912,43,4,31,2023-03-04
766979-7865826879-vd6739,1111,107,2,7,2023-03-04
766979-7865826879-vd6740,933,87,2,35,2023-03-04
766979-7865826879-vd6741,3217,25,2,2,2023-03-04
766979-7865826879-vd6742,1393,38,1,29,2023-03-04
766979-7865826879-vd6743,1812,23,4,18,2023-03-04
766979-7865826879-vd6744,2423,39,5,11,2023-03-04
766979-7865826879-vd6745,2896,78,1,31,2023-03-04
766979-7865826879-vd6746,1226,78,1,5,2023-03-04
766979-7865826879-vd6747,101,77,3,19,2023-03-04
766979-7865826879-vd6748,3393,46,1,34,2023-03-04
766979-7865826879-vd6749,1215,25,5,12,2023-03-04
766979-7865826879-vd6750,3738,77,1,19,2023-03-04
766979-7865826879-vd6751,3348,129,2,24,2023-03-04
766979-7865826879-vd6752,1425,23,1,28,2023-03-04
766979-7865826879-vd6753,2978,4,5,22,2023-03-04
766979-7865826879-vd6754,3961,132,2,7,2023-03-04
766979-7865826879-vd6755,3148,129,3,26,2023-03-04
766979-7865826879-vd6756,3283,36,3,3,2023-03-04
766979-7865826879-vd6757,614,31,5,12,2023-03-04
766979-7865826879-vd6758,1366,83,3,28,2023-03-04
766979-7865826879-vd6759,1070,83,5,17,2023-03-04
766979-7865826879-vd6760,1289,44,2,9,2023-03-04
766979-7865826879-vd6761,2028,95,2,8,2023-03-04
766979-7865826879-vd6762,334,82,5,10,2023-03-04
766979-7865826879-vd6763,1334,36,2,8,2023-03-04
766979-7865826879-vd6764,2646,62,4,32,2023-03-04
766979-7865826879-vd6765,1162,117,2,9,2023-03-04
766979-7865826879-vd6766,3678,37,3,26,2023-03-04
766979-7865826879-vd6767,845,38,4,18,2023-03-04
766979-7865826879-vd6768,248,67,2,4,2023-03-04
766979-7865826879-vd6769,2245,9,1,28,2023-03-05
766979-7865826879-vd6770,576,104,1,15,2023-03-05
766979-7865826879-vd6771,2999,24,4,1,2023-03-05
766979-7865826879-vd6772,755,98,5,5,2023-03-05
766979-7865826879-vd6773,3333,78,5,19,2023-03-05
766979-7865826879-vd6774,3207,71,2,10,2023-03-05
766979-7865826879-vd6775,3391,28,1,11,2023-03-05
766979-7865826879-vd6776,1950,77,1,31,2023-03-05
766979-7865826879-vd6777,3865,129,1,5,2023-03-05
766979-7865826879-vd6778,3754,48,3,13,2023-03-05
766979-7865826879-vd6779,3145,48,1,17,2023-03-05
766979-7865826879-vd6780,1341,86,2,11,2023-03-05
766979-7865826879-vd6781,885,77,1,5,2023-03-05
766979-7865826879-vd6782,2120,83,2,5,2023-03-05
766979-7865826879-vd6783,3317,49,5,7,2023-03-05
766979-7865826879-vd6784,3142,132,4,10,2023-03-05
766979-7865826879-vd6785,3491,38,3,5,2023-03-05
766979-7865826879-vd6786,2116,25,5,15,2023-03-05
766979-7865826879-vd6787,1500,107,5,23,2023-03-05
766979-7865826879-vd6788,1314,135,3,20,2023-03-05
766979-7865826879-vd6789,2790,44,3,8,2023-03-05
766979-7865826879-vd6790,2876,123,2,11,2023-03-05
766979-7865826879-vd6791,1637,58,1,21,2023-03-05
766979-7865826879-vd6792,1009,98,1,33,2023-03-05
766979-7865826879-vd6793,2612,104,1,15,2023-03-05
766979-7865826879-vd6794,1458,39,3,11,2023-03-05
766979-7865826879-vd6795,3162,104,1,9,2023-03-05
766979-7865826879-vd6796,2366,49,5,14,2023-03-05
766979-7865826879-vd6797,2452,98,4,30,2023-03-05
766979-7865826879-vd6798,34,37,4,27,2023-03-05
766979-7865826879-vd6799,1603,49,3,18,2023-03-05
766979-7865826879-vd6800,2588,78,5,24,2023-03-05
766979-7865826879-vd6801,148,67,1,14,2023-03-05
766979-7865826879-vd6802,2248,93,1,35,2023-03-05
766979-7865826879-vd6803,3827,134,4,10,2023-03-05
766979-7865826879-vd6804,2731,5,3,7,2023-03-05
766979-7865826879-vd6805,2551,39,4,32,2023-03-05
766979-7865826879-vd6806,189,95,4,35,2023-03-05
766979-7865826879-vd6807,3946,78,3,29,2023-03-05
766979-7865826879-vd6808,422,133,5,29,2023-03-05
766979-7865826879-vd6809,1593,49,3,14,2023-03-05
766979-7865826879-vd6810,1399,124,3,10,2023-03-05
766979-7865826879-vd6811,441,41,1,31,2023-03-05
766979-7865826879-vd6812,949,18,4,17,2023-03-05
766979-7865826879-vd6813,1277,44,5,16,2023-03-05
766979-7865826879-vd6814,2572,61,3,2,2023-03-05
766979-7865826879-vd6815,550,44,5,27,2023-03-05
766979-7865826879-vd6816,3704,133,3,28,2023-03-05
766979-7865826879-vd6817,1620,69,1,7,2023-03-05
766979-7865826879-vd6818,2152,3,4,35,2023-03-05
766979-7865826879-vd6819,3587,78,3,15,2023-03-05
766979-7865826879-vd6820,137,77,2,4,2023-03-05
766979-7865826879-vd6821,349,70,4,32,2023-03-05
766979-7865826879-vd6822,2084,16,3,4,2023-03-05
766979-7865826879-vd6823,2755,104,3,2,2023-03-05
766979-7865826879-vd6824,2089,63,5,12,2023-03-05
766979-7865826879-vd6825,404,113,3,9,2023-03-05
766979-7865826879-vd6826,1440,22,1,15,2023-03-05
766979-7865826879-vd6827,3809,71,1,28,2023-03-05
766979-7865826879-vd6828,174,25,5,8,2023-03-05
766979-7865826879-vd6829,1345,31,3,8,2023-03-05
766979-7865826879-vd6830,1636,16,1,7,2023-03-05
766979-7865826879-vd6831,1826,95,1,29,2023-03-05
766979-7865826879-vd6832,3842,48,4,30,2023-03-05
766979-7865826879-vd6833,3776,104,2,25,2023-03-05
766979-7865826879-vd6834,2843,26,1,4,2023-03-05
766979-7865826879-vd6835,2465,25,5,35,2023-03-05
766979-7865826879-vd6836,2214,78,4,14,2023-03-05
766979-7865826879-vd6837,1335,63,2,27,2023-03-05
766979-7865826879-vd6838,1439,25,3,2,2023-03-05
766979-7865826879-vd6839,333,87,2,31,2023-03-05
766979-7865826879-vd6840,2506,77,4,6,2023-03-05
766979-7865826879-vd6841,3250,98,3,27,2023-03-05
766979-7865826879-vd6842,847,78,1,6,2023-03-05
766979-7865826879-vd6843,1175,36,4,13,2023-03-05
766979-7865826879-vd6844,891,98,5,27,2023-03-05
766979-7865826879-vd6845,3098,25,5,30,2023-03-05
766979-7865826879-vd6846,500,78,4,24,2023-03-05
766979-7865826879-vd6847,3911,26,2,1,2023-03-05
766979-7865826879-vd6848,3905,52,4,24,2023-03-05
766979-7865826879-vd6849,2812,98,3,2,2023-03-05
766979-7865826879-vd6850,2426,110,2,11,2023-03-05
766979-7865826879-vd6851,2305,37,3,26,2023-03-05
766979-7865826879-vd6852,641,4,3,4,2023-03-05
766979-7865826879-vd6853,3204,124,2,4,2023-03-05
766979-7865826879-vd6854,3692,21,4,8,2023-03-05
766979-7865826879-vd6855,3169,46,4,23,2023-03-05
766979-7865826879-vd6856,592,90,3,19,2023-03-05
766979-7865826879-vd6857,839,24,4,29,2023-03-05
766979-7865826879-vd6858,600,77,3,24,2023-03-05
766979-7865826879-vd6859,1174,78,1,17,2023-03-05
766979-7865826879-vd6860,190,52,2,18,2023-03-05
766979-7865826879-vd6861,317,2,2,30,2023-03-05
766979-7865826879-vd6862,2455,78,3,8,2023-03-05
766979-7865826879-vd6863,3415,95,5,19,2023-03-05
766979-7865826879-vd6864,2150,93,3,10,2023-03-05
766979-7865826879-vd6865,204,78,2,12,2023-03-05
766979-7865826879-vd6866,3392,124,2,8,2023-03-05
766979-7865826879-vd6867,2168,27,2,23,2023-03-05
766979-7865826879-vd6868,1898,73,4,1,2023-03-05
766979-7865826879-vd6869,3926,68,1,5,2023-03-05
766979-7865826879-vd6870,1364,42,4,24,2023-03-05
766979-7865826879-vd6871,2372,83,3,18,2023-03-06
766979-7865826879-vd6872,3305,63,5,8,2023-03-06
766979-7865826879-vd6873,2773,56,2,18,2023-03-06
766979-7865826879-vd6874,3721,4,1,29,2023-03-06
766979-7865826879-vd6875,267,62,2,17,2023-03-06
766979-7865826879-vd6876,9,101,2,3,2023-03-06
766979-7865826879-vd6877,1607,26,1,31,2023-03-06
766979-7865826879-vd6878,609,6,4,24,2023-03-06
766979-7865826879-vd6879,2771,41,4,7,2023-03-06
766979-7865826879-vd6880,3630,73,3,19,2023-03-06
766979-7865826879-vd6881,243,27,3,16,2023-03-06
766979-7865826879-vd6882,3247,16,3,24,2023-03-06
766979-7865826879-vd6883,1254,52,2,3,2023-03-06
766979-7865826879-vd6884,3,95,2,7,2023-03-06
766979-7865826879-vd6885,1620,105,2,19,2023-03-06
766979-7865826879-vd6886,783,49,3,19,2023-03-06
766979-7865826879-vd6887,1267,70,5,21,2023-03-06
766979-7865826879-vd6888,373,78,3,8,2023-03-06
766979-7865826879-vd6889,1168,32,2,4,2023-03-06
766979-7865826879-vd6890,1909,91,5,5,2023-03-06
766979-7865826879-vd6891,747,129,4,23,2023-03-06
766979-7865826879-vd6892,2600,31,4,31,2023-03-06
766979-7865826879-vd6893,989,130,3,12,2023-03-06
766979-7865826879-vd6894,1817,70,5,28,2023-03-06
766979-7865826879-vd6895,3475,129,1,10,2023-03-06
766979-7865826879-vd6896,2800,78,5,25,2023-03-06
766979-7865826879-vd6897,486,16,2,22,2023-03-06
766979-7865826879-vd6898,2965,87,2,33,2023-03-06
766979-7865826879-vd6899,1840,31,4,35,2023-03-06
766979-7865826879-vd6900,1944,18,4,1,2023-03-06
766979-7865826879-vd6901,1234,86,3,2,2023-03-06
766979-7865826879-vd6902,3218,137,4,14,2023-03-06
766979-7865826879-vd6903,525,121,5,22,2023-03-06
766979-7865826879-vd6904,851,129,1,8,2023-03-06
766979-7865826879-vd6905,3079,48,5,3,2023-03-06
766979-7865826879-vd6906,1206,61,5,27,2023-03-06
766979-7865826879-vd6907,241,104,1,3,2023-03-06
766979-7865826879-vd6908,3123,1,3,20,2023-03-06
